Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;"Состав ";"Материал подкладки";"Страна производства ";"Доступные размеры";"Параметры модели";"Рост модели на фото ";Длина;"Длина рукава";Сезон;Цвет;Узор;Застежка;"Детали одежды";Технологии;"Вид спорта";Высота;"Длина по внутреннему шву";"Длина по боковому шву";"Обхват по талии";"Обхват по бедрам";"Ширина по низу";Посадка;Талия
"Женщинам/Джинсы/С высокой талией";"Джинсы QED Tommy Hilfiger";98.00;dzhinsy-qed-tommy-hilfiger;1;;"Tommy Hilfiger";;;;;"Джинсы QED Tommy Hilfiger";"Джинсы QED Tommy Hilfiger, Tommy Hilfiger, С высокой талией";"Джинсы QED выполнены из эластичного денима. Модель прилегающего кроя. Детали: высокая посадка, застежка на молнию и пуговицу, шлевки для ремня, пять карманов, декоративные прорези.";"<p><span>Джинсы QED выполнены из эластичного денима. Модель прилегающего кроя. Детали: высокая посадка, застежка на молнию и пуговицу, шлевки для ремня, пять карманов, декоративные прорези.</span></p>";"<p><span>Джинсы QED выполнены из эластичного денима. Модель прилегающего кроя. Детали: высокая посадка, застежка на молнию и пуговицу, шлевки для ремня, пять карманов, декоративные прорези.</span></p>";"QE001EWRBO52_4434097_1_v2.jpg, QE001EWRBO52_4440980_2_v1.jpg, QE001EWRBO52_4440981_3_v1.jpg, QE001EWRBO52_4440982_4_v1.jpg";"Хлопок - 65%. Полиэстер - 35%";;Китай;S;82-59-89;176;;;мульти;синий;однотонный;"на молнии";винтаж;;;"26 см";"72 см";"97 см";"70 см";"84 см";"13 см";"skinny fit";высокая
"Женщинам/Джинсы/С высокой талией";"Джинсы United BCB Generation";139.00;dzhinsy-united-bcb-generation;1;;"BCB Generation ";;;;;"Джинсы United BCB Generation";"Джинсы United BCB Generation, BCB Generation, С высокой талией";"Джинсы United Colors of Benetton выполнены из эластичного хлопкового денима. Модель зауженного кроя. Детали: высокая посадка, застежка на молнию и пуговицу, шлевки для ремня, пять карманов.";"<p><span>Джинсы United Colors of Benetton выполнены из эластичного хлопкового денима. Модель зауженного кроя. Детали: высокая посадка, застежка на молнию и пуговицу, шлевки для ремня, пять карманов.</span></p>";"<p><span>Джинсы United Colors of Benetton выполнены из эластичного хлопкового денима. Модель зауженного кроя. Детали: высокая посадка, застежка на молнию и пуговицу, шлевки для ремня, пять карманов.</span></p>";"UN012EWPIJ91_4188173_1_v1.jpg, UN012EWPIJ91_4188174_2_v1.jpg, UN012EWPIJ91_4188175_3_v1.jpg, UN012EWPIJ91_4188176_4_v1.jpg";"Хлопок - 66%. Лиоцелл - 17%. Полиэстер - 15%. Эластан - 2%";;Тунис;S;86-60-88;176;;;мульти;синий;однотонный;"на молнии";"карманы 5";;;"27 см";"70 см";"95 см";"71 см";"88 см";"25 см";"straight fit";высокая
"Женщинам/Джинсы/С высокой талией";"Джинсы Piazza Patrizia Pepe";56.00;dzhinsy-piazza-patrizia-pepe;1;;"Patrizia Pepe ";;;;;"Джинсы Piazza Patrizia Pepe";"Джинсы Piazza Patrizia Pepe, Patrizia Pepe, С высокой талией";;;;"PI022EWRQH51_4553025_1_v1.jpg, PI022EWRQH51_4553026_2_v1.jpg, PI022EWRQH51_4553027_3_v1.jpg, PI022EWRQH51_4553028_4_v1.jpg";"Хлопок - 100%";;Бангладеш;S;80-58-88;178;;;мульти;голубой;однотонный;"на молнии";"карманы 5";;;"25 см";"74 см";"100 см";"74 см";"90 см";"15 см";"regular fit";высокая
"Женщинам/Джинсы/С высокой талией";"Джинсы Urban Tutto Bene";119.00;dzhinsy-urban-tutto-bene;1;;"Tutto Bene ";;;;;"Джинсы Urban Tutto Bene";"Джинсы Urban Tutto Bene, Tutto Bene, С высокой талией";"Джинсы выполнены из хлопкового денима. Детали: высокая посадка, застежка на молнию и пуговицу, декоративные потертости.";"<p><span>Джинсы выполнены из хлопкового денима. Детали: высокая посадка, застежка на молнию и пуговицу, декоративные потертости.</span></p>";"<p><span>Джинсы выполнены из хлопкового денима. Детали: высокая посадка, застежка на молнию и пуговицу, декоративные потертости.</span></p>";"UR007EWRNE85_4521741_1_v2.jpg, UR007EWRNE85_4526977_2_v1.jpg, UR007EWRNE85_4526978_3_v1.jpg, UR007EWRNE85_4526979_4_v1.jpg";"Хлопок - 100%";;Китай;S;83-61-91;177;;;мульти;синий;однотонный;"на молнии";"карманы 4";;;"28 см";"63 см";"91 см";"68 см";"96 см";"12 см";bootcut;высокая
"Женщинам/Джинсы/С высокой талией";"Джинсы MOM Topshop";159.00;dzhinsy-mom-topshop;1;;Topshop;;;;;"Джинсы MOM Topshop";"Джинсы MOM Topshop, Topshop, С высокой талией";"Джинсы Topshop MOM выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, высокая талия, шлевки для ремня, пять карманов.";"<p><span>Джинсы Topshop MOM выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, высокая талия, шлевки для ремня, пять карманов.</span></p>";"<p><span>Джинсы Topshop MOM выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, высокая талия, шлевки для ремня, пять карманов.</span></p>";"TO029EWMTL51_4007930_1_v1.jpg, TO029EWMTL51_4007931_2_v1.jpg, TO029EWMTL51_4007932_3_v1.jpg, TO029EWMTL51_4007933_4_v1.jpg";"Хлопок - 100%";;Турция;M;87-59-90;180;;;мульти;черный;однотонный;"на молнии";"карманы 5";;;"28 см";"63 см";"90 см";"74 см";"98 см";"15 см";;высокая
"Женщинам/Джинсы/С высокой талией";"Джинсы Persona Diesel";484.00;dzhinsy-persona-diesel;1;;Diesel;;;;;"Джинсы Persona Diesel";"Джинсы Persona Diesel, Diesel, С высокой талией";;;;"PE025EWQBI15_4309707_1_v1.jpg, PE025EWQBI15_4309708_2_v1.jpg, PE025EWQBI15_4309709_3_v1.jpg, PE025EWQBI15_4309710_4_v1.jpg";"Хлопок - 98%. Эластан - 2%";;Турция;M;104-80-111;177;;;мульти;синий;однотонный;"на молнии";"карманы 5";;;"26 см";"68 см";"104 см";"88 см";"88 см";"17 см";"skinny fit";высокая
"Женщинам/Джинсы/С высокой талией";"Джинсы 721 Diesel";309.00;dzhinsy-721-diesel;1;;Diesel;;;;;"Джинсы 721 Diesel";"Джинсы 721 Diesel, Diesel, С высокой талией";;;;"LE306EWJVO52_1_v1.jpg, LE306EWJVO52_2_v1.jpg, LE306EWJVO52_3_v1.jpg, LE306EWJVO52_4_v1.jpg";"Хлопок - 99%. Эластан - 1%";;Турция;S;83-61-91;180;;;мульти;синий;однотонный;"на молнии";"карманы 5";;;"26 см";"84 см";"110 см";"70 см";"82 см";"12.5 см";"skinny fit";высокая
"Женщинам/Джинсы/С высокой талией";"Джинсы Brigitte Billabong ";194.00;dzhinsy-brigitte-billabong-;1;;Billabong;;;;;"Джинсы Brigitte Billabong ";"Джинсы Brigitte Billabong , Billabong, С высокой талией";"Джинсы Brigitte выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов.";"<p><span>Джинсы Brigitte выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов.</span></p>";"<p><span>Джинсы Brigitte выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов.</span></p>";"CH839EWQAI11_4616587_1_v2.jpg, CH839EWQAI11_4621297_2_v1.jpg, CH839EWQAI11_4621298_3_v1.jpg, CH839EWQAI11_4621299_4_v1.jpg";"Хлопок - 100%";;Китай;S;83-60-89;177;;;мульти;голубой;однотонный;"на молнии";"карманы 5";;;"26 см";"79 см";"88 см";"72 см";"100 см";"12 см";"skinny fit";высокая
"Женщинам/Джинсы/С высокой талией";"Джинсы Brigitte Billabong";314.00;dzhinsy-brigitte-billabong;1;;Billabong;;;;;"Джинсы Brigitte Billabong";"Джинсы Brigitte Billabong, Billabong, С высокой талией";"Джинсы Brigitte выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов.";"<p><span>Джинсы Brigitte выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов.</span></p>";"<p><span>Джинсы Brigitte выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов.</span></p>";"BR831EWQAT30_4421473_1_v1.jpg, BR831EWQAT30_4421475_3_v1.jpg, BR831EWQAT30_4421476_4_v1.jpg";"Хлопок - 100%";;Китай;S;83-60-89;177;;;мульти;голубой;цветочный;"на молнии";"карманы 5";;;"26 см";"63 см";"88 см";"82 см";"100 см";"17.5 см";;высокая
Женщинам/Джинсы/Бойфренды;"Джинсы Ulla Coo Culte";279.00;dzhinsy-ulla-coo-culte;1;;"Coo Culte ";;;;;"Джинсы Ulla Coo Culte";"Джинсы Ulla Coo Culte, Coo Culte, Бойфренды";"Джинсы Ulla выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов, декоративная вышивка.";"<p><span>Джинсы Ulla выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов, декоративная вышивка.</span></p>";"<p><span>Джинсы Ulla выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов, декоративная вышивка.</span></p>";"UL002EWPSR10_4738375_1_v2.jpg, UL002EWPSR10_4739274_2_v1.jpg, UL002EWPSR10_4739275_3_v1.jpg, UL002EWPSR10_4739276_4_v1.jpg";"Хлопок - 98%. Эластан - 2%";;Китай;M;104-80-111;177;;;мульти;голубой;цветочный;"на молнии";вышивка;;;;"74 см";"88 см";"98 см";"120 см";"19 см";boyfriend;стандартная
Женщинам/Джинсы/Бойфренды;"Джинсы Iceberg Element";790.00;dzhinsy-iceberg-element;1;;Element;;;;;"Джинсы Iceberg Element";"Джинсы Iceberg Element, Element, Бойфренды";"Джинсы Iceberg выполнены из эластичного плотного денима. Особенности: застежка на пуговицы-болты; три кармана спереди и два сзади; шлевки для ремня; винтажные потертости и контрастная отстрочка; принт-вышивка.";"<p><span>Джинсы Iceberg выполнены из эластичного плотного денима. Особенности: застежка на пуговицы-болты; три кармана спереди и два сзади; шлевки для ремня; винтажные потертости и контрастная отстрочка; принт-вышивка.</span></p>";"<p><span>Джинсы Iceberg выполнены из эластичного плотного денима. Особенности: застежка на пуговицы-болты; три кармана спереди и два сзади; шлевки для ремня; винтажные потертости и контрастная отстрочка; принт-вышивка.</span></p>";"IC461EWOYT46_4197380_1_v1.jpg, IC461EWOYT46_4197381_2_v1.jpg, IC461EWOYT46_4197382_3_v1.jpg, IC461EWOYT46_4197383_4_v1.jpg";"Хлопок - 90%. Полиэстер - 7%. Эластан - 3%";;Румыния;S;82-59-89;176;;;мульти;синий;однотонный;"на молнии";"животные. рисунки и надписи";;;"23 см";"71 см";"93 см";"80 см";"98 см";"16 см";boyfriend;стандартная
Женщинам/Джинсы/Бойфренды;"Джинсы Love Republic";129.00;dzhinsy-love-republic;1;;"Love Republic ";;;;;"Джинсы Love Republic";"Джинсы Love Republic, Love Republic, Бойфренды";"Джинсы-бойфренды от Love Republic выполнены из плотного денима с эффектом состаренности. Детали: застежка на молнию и болт; шлевки для ремня; четыре кармана спереди и два сзади; прорези.";"<p><span>Джинсы-бойфренды от Love Republic выполнены из плотного денима с эффектом состаренности. Детали: застежка на молнию и болт; шлевки для ремня; четыре кармана спереди и два сзади; прорези.</span></p>";"<p><span>Джинсы-бойфренды от Love Republic выполнены из плотного денима с эффектом состаренности. Детали: застежка на молнию и болт; шлевки для ремня; четыре кармана спереди и два сзади; прорези.</span></p>";"LO022EWPDO66_4434074_1_v2.jpg, LO022EWPDO66_4440426_2_v1.jpg, LO022EWPDO66_4440427_3_v1.jpg, LO022EWPDO66_4440428_4_v1.jpg";"Хлопок - 81%. Полиэстер - 18%. Вискоза - 1%";;Китай;S;84-61-91;180;;;мульти;голубой;однотонный;"на молнии";разрезы;;;"23 см";"66 см";"91 см";"80 см";"88 см";"15 см";boyfriend;стандартная
Женщинам/Джинсы/Бойфренды;"Джинсы ripped boyfriend Element";159.00;dzhinsy-ripped-boyfriend-element;1;;Element;;;;;"Джинсы ripped boyfriend Element";"Джинсы ripped boyfriend Element, Element, Бойфренды";"Джинсы ripped boyfriend от River Island выполнены из плотного денима. Детали: застежка на пуговицы, шлевки для ремня, карманы, декоративные прорези и потертости, бахрома.";"<p><span>Джинсы ripped boyfriend&nbsp;от River Island выполнены из плотного денима. Детали: застежка на пуговицы, шлевки для ремня, карманы, декоративные прорези и потертости, бахрома.</span></p>";"<p><span>Джинсы ripped boyfriend&nbsp;от River Island выполнены из плотного денима. Детали: застежка на пуговицы, шлевки для ремня, карманы, декоративные прорези и потертости, бахрома.</span></p>";"RI004EWSCI74_4664804_1_v2.jpg, RI004EWSCI74_4670086_2_v1 (1).jpg, RI004EWSCI74_4670086_2_v1.jpg, RI004EWSCI74_4670088_4_v1.jpg";"Хлопок - 99%. Эластан - 1%";;Камбоджа;S;84-61-91;180;;;мульти;голубой;однотонный;"на пуговицах";винтаж;;;"26 см";"68 см";"90 см";"72 см";"88 см";"15 см";"slim fit";высокая
Женщинам/Джинсы/Бойфренды;"Джинсы Befree";88.00;dzhinsy-befree;1;1;"Befree ";;;;;"Джинсы Befree";"Джинсы Befree, Befree, Бойфренды";"Джинсы Befree выполнены из денима. Посадка Boyfriend. Детали: застежка на молнию и пуговицу, шлевки под ремень, пять карманов, потертости, декоративные прорези с бахромой.";"<p><span>Джинсы Befree выполнены из денима. Посадка Boyfriend. Детали: застежка на молнию и пуговицу, шлевки под ремень, пять карманов, потертости, декоративные прорези с бахромой.</span></p>";"<p><span>Джинсы Befree выполнены из денима. Посадка Boyfriend. Детали: застежка на молнию и пуговицу, шлевки под ремень, пять карманов, потертости, декоративные прорези с бахромой.</span></p>";"BE031EWPJX53_4758518_1_v1.jpg, BE031EWPJX53_4758519_2_v1.jpg, BE031EWPJX53_4758521_4_v1.jpg";"Хлопок - 93%. Полиэстер - 5%. Вискоза - 2%";;Китай;S;85-63-90;175;;;лето;синий;однотонный;"на молнии";"карманы 5";;;"25 см";"74 см";"98 см";"80 см";"94 см";"16 см";boyfriend;
Женщинам/Джинсы/Бойфренды;"Джинсы Noisy May Billabong";124.00;dzhinsy-noisy-may-billabong;1;;Billabong;;;;;"Джинсы Noisy May Billabong";"Джинсы Noisy May Billabong, Billabong, Бойфренды";"Джинсы Noisy May выполнены из плотного денима. Детали: застежка на молнию и болт; шлевки для ремня; три кармана спереди и два сзади; винтажные потертости.";"<p><span>Джинсы Noisy May выполнены из плотного денима. Детали: застежка на молнию и болт; шлевки для ремня; три кармана спереди и два сзади; винтажные потертости.</span></p>";"<p><span>Джинсы Noisy May выполнены из плотного денима. Детали: застежка на молнию и болт; шлевки для ремня; три кармана спереди и два сзади; винтажные потертости.</span></p>";"NO963EWPQF25_4607471_1_v2.jpg, NO963EWPQF25_4615499_2_v1.jpg, NO963EWPQF25_4615500_3_v1.jpg, NO963EWPQF25_4615501_4_v1.jpg";"Хлопок - 100%";;Китай;S;80-58-88;178;;;мульти;голубой;однотонный;"на молнии";"карманы 5";;;"26 см";"69 см";"95 см";"74 см";"96 см";"16 см";boyfriend;высокая
Женщинам/Джинсы/Бойфренды;"Джинсы Tom Farr Dorado";144.00;dzhinsy-tom-farr-dorado;1;;"Dorado ";;;;;"Джинсы Tom Farr Dorado";"Джинсы Tom Farr Dorado, Dorado, Бойфренды";"Джинсы Tom Farr выполнены из плотного денима. Детали: застежка на молнию и пуговицу, шлевки, пять карманов, потертости и дыры.";"<p><span>Джинсы Tom Farr выполнены из плотного денима. Детали: застежка на молнию и пуговицу, шлевки, пять карманов, потертости и дыры.</span></p>";"<p><span>Джинсы Tom Farr выполнены из плотного денима. Детали: застежка на молнию и пуговицу, шлевки, пять карманов, потертости и дыры.</span></p>";"TO005EWSRZ80_4702846_1_v1.jpg, TO005EWSRZ80_4702847_2_v1.jpg, TO005EWSRZ80_4702848_3_v1.jpg, TO005EWSRZ80_4702849_4_v1.jpg";"Хлопок - 100%";;Россия;XS;83-60-89;177;;;мульти;голубой;однотонный;"на молнии";"карманы 5";;;"23 см";"71 см";"90 см";"74 см";"120 см";"14 см";boyfriend;стандартная
Женщинам/Джинсы/Бойфренды;"Джинсы Desigual Diesel ";374.00;dzhinsy-desigual-diesel-;1;;Diesel;;;;;"Джинсы Desigual Diesel ";"Джинсы Desigual Diesel , Diesel, Бойфренды";"Джинсы-бойфренды Desigual выполнены из плотного хлопкового денима. Детали: зауженный крой, застежка на молнию и пуговицу, пять карманов, низ штанин на молнии, декор вышивкой.";"<p><span>Джинсы-бойфренды Desigual выполнены из плотного хлопкового денима. Детали: зауженный крой, застежка на молнию и пуговицу, пять карманов, низ штанин на молнии, декор вышивкой.</span></p>";"<p><span>Джинсы-бойфренды Desigual выполнены из плотного хлопкового денима. Детали: зауженный крой, застежка на молнию и пуговицу, пять карманов, низ штанин на молнии, декор вышивкой.</span></p>";"DE002EWOQQ41_4227919_1_v2.jpg, DE002EWOQQ41_4227920_2_v2.jpg, DE002EWOQQ41_4227921_3_v2.jpg, DE002EWOQQ41_4227922_4_v2.jpg";"Хлопок - 95%. Эластомультиэстер - 4%. Эластан - 1%";;Китай;S;86-60-88;180;;;мульти;голубой;"рисунки и надписи";"на молнии";вышивка;;;"27 см";"60 см";"90 см";"78 см";"100 см";"15 см";boyfriend;высокая
Женщинам/Джинсы/Бойфренды;"Джинсы Desigual Diesel";374.00;dzhinsy-desigual-diesel;1;;Diesel;;;;;"Джинсы Desigual Diesel";"Джинсы Desigual Diesel, Diesel, Бойфренды";"Джинсы кроя Boyfriend Desigual выполнены из денима с искусственными потертостями. Детали: застежка на молнию и пуговицу, шлевки под ремень, два боковых и два задних кармана, вышивка, люрекс, заплатки.";"<p><span>Джинсы кроя Boyfriend Desigual выполнены из денима с искусственными потертостями. Детали: застежка на молнию и пуговицу, шлевки под ремень, два боковых и два задних кармана, вышивка, люрекс, заплатки.</span></p>";"<p><span>Джинсы кроя Boyfriend Desigual выполнены из денима с искусственными потертостями. Детали: застежка на молнию и пуговицу, шлевки под ремень, два боковых и два задних кармана, вышивка, люрекс, заплатки.</span></p>";"DE002EWOQQ38_4228037_1_v1.jpg, DE002EWOQQ38_4228038_2_v1.jpg, DE002EWOQQ38_4228039_3_v1.jpg, DE002EWOQQ38_4228040_4_v1.jpg";"Хлопок - 71%. Полиэстер - 26%. Вискоза - 2%. Эластан - 1%";;Китай;S;86-60-88;180;;;мульти;синий;"рисунки и надписи";"на молнии";"винтаж. вышивка. камни/стразы. люрекс. заплатки/нашивки";;;"28 см";"66 см";"95 см";"78 см";"80 см";"14 см";boyfriend;высокая
"Мужчинам/Джинсы /Зауженные ";"Джинсы Befree";94.99;dzhinsy-befree-man-j;1;;"Befree ";;;;;"Джинсы Befree";"Джинсы CIGAR8 Mango, Mango, Прямые";"Relaxed-fit, посадка на талии, средний тон с эффектом потертости, шлевки, пять карманов, необработанная линия низа с торчащими нитками, застежка на молнию и пуговицу.";"<p><span>Relaxed-fit, посадка на талии, средний тон с эффектом потертости, шлевки, пять карманов, необработанная линия низа с торчащими нитками, застежка на молнию и пуговицу.</span></p>";"<p><span>Relaxed-fit, посадка на талии, средний тон с эффектом потертости, шлевки, пять карманов, необработанная линия низа с торчащими нитками, застежка на молнию и пуговицу.</span></p>";"BE031EMQQL57_4340946_1_v1.jpg, BE031EMQQL57_4340947_2_v1.jpg, BE031EMQQL57_4340948_3_v1.jpg, BE031EMQQL57_4340949_4_v1.jpg";"Хлопок - 99%. Эластан - 1%";;Пакистан;M;103-80-97;186;;;мульти;голубой;однотонный;"на молнии";;;;"27 см";"73 см";"100 см";"86 см";"100 см";"18 см";"regular fit";стандартная
"Мужчинам/Джинсы /Прямые ";"Джинсы Sela";94.99;dzhinsy-sela-man-j;1;;SELA;;;;;"Джинсы Sela";"Джинсы CIGAR8 Mango, Mango, Прямые";"Relaxed-fit, посадка на талии, средний тон с эффектом потертости, шлевки, пять карманов, необработанная линия низа с торчащими нитками, застежка на молнию и пуговицу.";"<p><span>Relaxed-fit, посадка на талии, средний тон с эффектом потертости, шлевки, пять карманов, необработанная линия низа с торчащими нитками, застежка на молнию и пуговицу.</span></p>";"<p><span>Relaxed-fit, посадка на талии, средний тон с эффектом потертости, шлевки, пять карманов, необработанная линия низа с торчащими нитками, застежка на молнию и пуговицу.</span></p>";"SE001EMPOP57_4557360_1_v1.jpg, SE001EMPOP57_4557361_2_v1.jpg, SE001EMPOP57_4557362_3_v1.jpg, SE001EMPOP57_4557363_4_v1.jpg";"Хлопок - 99%. Эластан - 1%";;Пакистан;M;103-80-97;186;;;мульти;голубой;однотонный;"на молнии";;;;"27 см";"73 см";"100 см";"86 см";"100 см";"18 см";"regular fit";стандартная
Женщинам/Джинсы/Прямые;"Джинсы CIGAR8 Mango";94.99;dzhinsy-cigar8-mango;1;;Mango;;;;;"Джинсы CIGAR8 Mango";"Джинсы CIGAR8 Mango, Mango, Прямые";"Relaxed-fit, посадка на талии, средний тон с эффектом потертости, шлевки, пять карманов, необработанная линия низа с торчащими нитками, застежка на молнию и пуговицу.";"<p><span>Relaxed-fit, посадка на талии, средний тон с эффектом потертости, шлевки, пять карманов, необработанная линия низа с торчащими нитками, застежка на молнию и пуговицу.</span></p>";"<p><span>Relaxed-fit, посадка на талии, средний тон с эффектом потертости, шлевки, пять карманов, необработанная линия низа с торчащими нитками, застежка на молнию и пуговицу.</span></p>";"MA002EWSLD71_4710342_1_v1 (1).jpg, MA002EWSLD71_4710344_8_v1.jpg, MA002EWSLD71_4710343_7_v1.jpg";"Хлопок - 99%. Эластан - 1%";;Пакистан;;;;;;мульти;голубой;однотонный;"на молнии";;;;;"71 см";"93 см";;;;"straight fit";стандартная
"Мужчинам/Джинсы /Зауженные ";"Джинсы Only";114.00;dzhinsy-only;1;;Only;;;;;"Джинсы Only";"Джинсы TWOSIDES Mango, Mango, Прямые";"Джинсовая коллекция, Straight-fit, черный цвет с эффектом потертости, пять карманов, шлевки, застежка на молнию и пуговицу, низ штанины 19 см.";"<p><span>Джинсовая коллекция, Straight-fit, черный цвет с эффектом потертости, пять карманов, шлевки, застежка на молнию и пуговицу, низ штанины 19 см.</span></p>";"<p><span>Джинсовая коллекция, Straight-fit, черный цвет с эффектом потертости, пять карманов, шлевки, застежка на молнию и пуговицу, низ штанины 19 см.</span></p>";"ON013EMPAM30_4238135_1_v2.jpg, ON013EMPAM30_4239226_3_v1.jpg, ON013EMPAM30_4239227_4_v1.jpg";"Органический хлопок - 100%";;Турция;XS;82-59-89;177;;;лето;синий;однотонный;"на молнии";"карманы 5. бахрома/кисточки. винтаж. контрастная отстрочка. рюши/воланы";;;"27 см";"84 см";"109 см";"88 см";"90 см";"19 см";"straight fit";стандартная
"Мужчинам/Джинсы /Прямые ";"Джинсы - BOB8 Mango Man";99.99;dzhinsy---bob8-mango-man;1;;Mango;;;;;"Джинсы - BOB8 Mango Man";"Джинсы TWOSIDES Mango, Mango, Прямые";"Джинсовая коллекция, Straight-fit, черный цвет с эффектом потертости, пять карманов, шлевки, застежка на молнию и пуговицу, низ штанины 19 см.";"<p><span>Джинсовая коллекция, Straight-fit, черный цвет с эффектом потертости, пять карманов, шлевки, застежка на молнию и пуговицу, низ штанины 19 см.</span></p>";"<p><span>Джинсовая коллекция, Straight-fit, черный цвет с эффектом потертости, пять карманов, шлевки, застежка на молнию и пуговицу, низ штанины 19 см.</span></p>";"HE002EMOUO90_4166324_1_v1.jpg, HE002EMOUO90_4166325_6_v1.jpg, HE002EMOUO90_4166326_7_v1.jpg";"Органический хлопок - 100%";;Турция;XS;82-59-89;177;;;лето;черный;однотонный;"на молнии";"карманы 5. бахрома/кисточки. винтаж. контрастная отстрочка. рюши/воланы";;;"27 см";"84 см";"109 см";"88 см";"90 см";"19 см";"straight fit";стандартная
Женщинам/Джинсы/Прямые;"Джинсы TWOSIDES Mango";99.99;dzhinsy-twosides-mango;1;;Mango;;;;;"Джинсы TWOSIDES Mango";"Джинсы TWOSIDES Mango, Mango, Прямые";"Straight-fit, посадка на талии, средний тон, контрастный низ, необработанные края с торчащими нитками, пять карманов, на поясе хлястики, застежка на молнию и пуговицу.";"<p><span>Straight-fit, посадка на талии, средний тон, контрастный низ, необработанные края с торчащими нитками, пять карманов, на поясе хлястики, застежка на молнию и пуговицу.</span></p>";"<p><span>Straight-fit, посадка на талии, средний тон, контрастный низ, необработанные края с торчащими нитками, пять карманов, на поясе хлястики, застежка на молнию и пуговицу.</span></p>";"MA002EWRII60_4497161_1_v1.jpg, MA002EWRII60_4497162_6_v1.jpg, MA002EWRII60_4497163_7_v1.jpg";"Органический хлопок - 100%";;Турция;XS;82-59-89;177;;;лето;синий;однотонный;"на молнии";"карманы 5. бахрома/кисточки. винтаж. контрастная отстрочка. рюши/воланы";;;"27 см";"68 см";"90 см";"78 см";"90 см";"18 см";"straight fit";стандартная
"Мужчинам/Джинсы /Зауженные ";"Джинсы - GREG8 Mango Man";134.00;dzhinsy---greg8-mango-man;1;;Mango;;;;;"Джинсы - GREG8 Mango Man";"Джинсы ORGANIC Mango , Mango, Прямые";"Ткань из органического хлопка; укороченная длина; посадка на талии; декоративные воланы и строчки; шлевки; пять карманов; необработанная линия низа.";"<p><span>Ткань из органического хлопка; укороченная длина; посадка на талии; декоративные воланы и строчки; шлевки; пять карманов; необработанная линия низа.</span></p>";"<p><span>Ткань из органического хлопка; укороченная длина; посадка на талии; декоративные воланы и строчки; шлевки; пять карманов; необработанная линия низа.</span></p>";"HE002EMRNC42_4530098_1_v1.jpg, HE002EMRNC42_4530099_2_v1.jpg, HE002EMRNC42_4530100_3_v1.jpg";"Органический хлопок - 100%";;Турция;XS;103-80-97;187;;;мульти;голубой;однотонный;"на молнии";"карманы 5. бахрома/кисточки. винтаж. контрастная отстрочка. рюши/воланы";;;"27 см";"68 см";"90 см";"88 см";"110 см";"18 см";"straight fit";стандартная
"Мужчинам/Джинсы /Прямые ";"Джинсы - JOSH8 Mango Man";134.00;dzhinsy---josh8-mango-man;1;;Mango;;;;;"Джинсы - JOSH8 Mango Man";"Джинсы ORGANIC Mango , Mango, Прямые";"Ткань из органического хлопка; укороченная длина; посадка на талии; декоративные воланы и строчки; шлевки; пять карманов; необработанная линия низа.";"<p><span>Ткань из органического хлопка; укороченная длина; посадка на талии; декоративные воланы и строчки; шлевки; пять карманов; необработанная линия низа.</span></p>";"<p><span>Ткань из органического хлопка; укороченная длина; посадка на талии; декоративные воланы и строчки; шлевки; пять карманов; необработанная линия низа.</span></p>";"HE002EMSNV78_4740659_1_v1.jpg, HE002EMSNV78_4740660_2_v1.jpg, HE002EMSNV78_4740661_3_v1.jpg";"Органический хлопок - 100%";;Турция;XS;103-80-97;187;;;мульти;серый;однотонный;"на молнии";"карманы 5. бахрома/кисточки. винтаж. контрастная отстрочка. рюши/воланы";;;"27 см";"68 см";"90 см";"88 см";"110 см";"18 см";"straight fit";стандартная
